WORK ORDER;PN;Descrição;SN;Operator;Exchange Order Number;R.S. In;Week0;Month0;Year0;R.S. Out;SegVoo;Week 1;Month1;Year1;STATUS;TAIL;DATE OF REMOVAL;Reason for removal;Work done;QUANTITY BGA SOLDER;Item used on repair;TAT;REASON FOR DELAY;WO FINISHED?(Y/N);RETURN TO AZUL;MONTH;YEAR;MONTH.SEGVOO;YEAR.SEGVOO;DUAL
7953;LV10-080408-102;DSB;CBHB001847;AZUL;858762;03/09/2019;36;9;2019;26/09/2019;26/09/2019;39;9;2019;SEGVOO003 ISSUED AS 7953/19 REPLACED U68 FLASH MEMORY;PR-AYW;26/08/2019;SEAT 24D WITH LIVETV INOP;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;23,00;OTHER;Y;26/09/2019;9;2019;9;YEAR.SEGVOO;NÃO
7954;LV10-080408-102;DSB;CBHB001349;AZUL;858762;03/09/2019;36;9;2019;26/09/2019;26/09/2019;39;9;2019;SEGVOO003 ISSUED AS 7954/19 REPLACED U68 FLASH MEMORY;PR-AUB;13/08/2019;SEAT 20D WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;23,00;OTHER;Y;26/09/2019;9;2019;9;YEAR.SEGVOO;NÃO
7955;LV10-080408-102;DSB;CBHB002430;AZUL;858762;03/09/2019;36;9;2019;26/09/2019;26/09/2019;39;9;2019;SEGVOO003 ISSUED AS 7955/19 REPLACED U42 FLASH MEMORY;PR-AXE;12/08/2019;SEAT 6C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;23,00;OTHER;Y;26/09/2019;9;2019;9;YEAR.SEGVOO;NÃO
8113;LV10-080408-102;DSB;CBHB004373;AZUL;873622;03/10/2019;40;10;2019;21/10/2019;21/10/2019;43;10;2019;SEGVOO003 ISSSUED AS  8113/19 REPLACED U42 AND U68 FLASH MEMORIES;PR-AXD;07/09/2019;SEAT 27B WITH BLACK SCREEN;REPLACED U68 AND U42 FLASH MEMORY;2;RC28F128J3F-75;21,00;OTHER;Y;24/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8114;LV10-080408-102;DSB;CBHB001344;AZUL;873622;03/10/2019;40;10;2019;22/10/2019;22/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8114/19 REPLACED U42 FLASH MEMORY;PR-AYE;23/09/2019;LIVE TV SEAT19B BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;22,00;OTHER;Y;25/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8115;LV10-080408-102;DSB;CBHB000864;AZUL;864280;03/10/2019;40;10;2019;26/10/2019;26/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8115/19 REPLACED U68 FLASH MEMORY;PR-AYI;31/08/2019;SEAT 9D ISN´T WORKING;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;35,00;INTERNAL PROCESS;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8116;LV10-080408-102;DSB;CBHB004570;AZUL;873622;03/10/2019;40;10;2019;29/10/2019;29/10/2019;44;10;2019;SEGVOO003 ISSUED AS 8116/19 REPLACED U42 AND U68 FLASH MEMORIES ;PR-AXU;11/09/2019;LIVETV SEATS 27C/D INOP;REPLACED U42 AND U68 FLASH MEMORY;2;RC28F128J3F-75;35,00;INTERNAL PROCESS;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8117;LV10-080408-102;DSB;CBHB001981;AZUL;873622;03/10/2019;40;10;2019;29/10/2019;29/10/2019;44;10;2019;SEGVOO003 ISSUED AS 8117/19 REPLACED U68 FLASH MEMORY;PR-AYY;04/09/2019;SEAT 13D WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;35,00;INTERNAL PROCESS;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8118;LV10-080408-102;DSB;CBHB001433;AZUL;873622;03/10/2019;40;10;2019;15/10/2019;15/10/2019;42;10;2019;SEGVOO003 ISSUED AS 8118/19 REPLACED U42 FLASH MEMORY;PR-AYE;13/09/2019;SEAT 23B WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;22,67;OTHER;Y;25/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8119;LV10-080408-102;DSB;CBHB001191;AZUL;873622;03/10/2019;40;10;2019;28/10/2019;28/10/2019;44;10;2019;SEGVOO003 ISSUED AS 8119/19 REPLACED U68 FLASH MEMORY;PR-AYI;24/09/2019;TV SEAT 10A INOP;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;35,00;INTERNAL PROCESS;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8120;LV10-080408-102;DSB;CBHB000889;AZUL;873622;03/10/2019;40;10;2019;22/10/2019;22/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8120/19 REPLACED U42 FLASH MEMORY;PR-AYG;08/09/2019;LIVETV SEAT 20C BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;22,67;OTHER;Y;25/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8121;LV10-080408-102;DSB;CBHB001555;AZUL;864280;03/10/2019;40;10;2019;15/10/2019;15/10/2019;42;10;2019;SEGVOO003 ISSUED AS 8121/19 REPLACED U42 FLASH MEMORY;PR-AYV;30/08/2019;SEAT 28B WITH BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORY;2;RC28F128J3F-75;22,67;OTHER;Y;25/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8122;LV10-080408-102;DSB;CBHB000451;AZUL;864280;03/10/2019;40;10;2019;29/10/2019;29/10/2019;44;10;2019;SEGVOO003 ISSUED AS 8122/19 REPLACED U42 AND U68 FLASH MEMORIES ;PR-AYO;01/09/2019;LIVETV SEAT 25C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;35,00;INTERNAL PROCESS;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8123;LV10-080408-102;DSB;CBHB002352;AZUL;864280;03/10/2019;40;10;2019;16/09/2020;16/09/2020;38;9;2020;SEGVOO003 ISSUED AS 8123/20  REPLACED PROCESSOR U2 BCM7312 AND U68;PR-AXA;22/08/2019;LIVETV SEAT 8D ALL BLACK;REPLACED THE U68 FLASH MEMORY;1;RC28F128J3F-75;356,00;;Y;23/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
8124;LV10-080408-102;DSB;CBHB002313;AZUL;873622;03/10/2019;40;10;2019;08/10/2019;08/10/2019;41;10;2019;SEGVOO003 ISSUED AS 8124/19 RESET U68 FLASH MEMORY;PR-AYK;23/09/2019;SEAT 22D WITH LIVE TV INOP;PERFORMED RESET MEMORY U68;0;-;22,00;OTHER;Y;25/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8125;LV10-080408-102;DSB;CBHB002548;AZUL;873822;03/10/2019;40;10;2019;23/10/2019;23/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8125/19 RESET U42 FLASH MEMORY;PR-AXG;21/09/2019;SEAT 27C IFE BLACK;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;22,67;OTHER;Y;25/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8126;LV10-080408-102;DSB;CBHB001238;AZUL;864280;03/10/2019;40;10;2019;23/10/2019;23/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8126/19 REPLACED U68 FLASH MEMORY;PR-AYG;29/08/2019;SCREEN SEAT 7A WITH NO LIVE TV;REPLACED  U68 FLASH MEMORY;1;RC28F128J3F-75;22,67;OTHER;Y;25/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8127;LV10-080408-102;DSB;CBHB001395;AZUL;873622;03/10/2019;40;10;2019;21/10/2019;21/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8127/19  RESET U68 FLASH MEMORY;PR-AXK;11/09/2019;SEAT 30CD REBOOTING;REPLACED  U68 FLASH MEMORY;1;RC28F128J3F-75;21,67;OTHER;Y;24/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8128;LV10-080408-102;DSB;CBHB001357;AZUL;864280;03/10/2019;40;10;2019;21/10/2019;21/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8128/19 REPLACED U42 AND U68 FLASH MEMORIES ;PR-AYE;30/08/2019;SEAT 16A LIVE TV INOP;REPLACED U68 AND U42 FLASH MEMORY;2;RC28F128J3F-75;21,67;OTHER;Y;24/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8129;LV10-080408-102;DSB;CBHB000224;AZUL;873622;03/10/2019;40;10;2019;23/09/2020;;39;9;2020;REPLACED U68, U2 AND X7 FAILURE OF BLACK SCREEN  ON SEAT B PERSISTS, LOW FREQUENCY OF CRISTAL FOUND.;PR-AUJ;14/09/2019;SEAT 5D WITH BLACK SCREEN.;REPLACED THE U68 FLASH MEMORY;1;RC28F128J3F-75;356,00;;Y;23/09/2020;9;2020;;YEAR.SEGVOO;NÃO
8130;LV10-080408-102;DSB;CBHB002407;AZUL;873622;03/10/2019;40;10;2019;28/10/2019;28/10/2019;44;10;2019;SEGVOO003 ISSUED AS 8130/19 REPLACED  U68 FLASH MEMORY;PR-AXA;15/09/2019;SEAT BLACK SEAT 22A;REPLACED THE U68 FLASH MEMORY;1;RC28F128J3F-75;35,00;INTERNAL PROCESS;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8131;LV10-080408-102;DSB;CBHB002351;AZUL;873622;03/10/2019;40;10;2019;15/10/2019;15/10/2019;42;10;2019;SEGVOO003 ISSUED AS 8131/19 REPLACED  U68 FLASH MEMORY;PR-AXA;15/09/2019;SEAT 12D WITH BLACK SCREEN;REPLACED THE U68 FLASH MEMORY;1;RC28F128J3F-75;22,67;OTHER;Y;25/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8132;LV10-070702-102;DSCD;CBBB000334;AZUL;864280;03/10/2019;40;10;2019;17/10/2019;17/10/2019;42;10;2019;SEGVOO003 ISSUED AS 8132/19 REPLACED CDP CIRCUIT CARD ASSEMBLY;PR-AXR;29/08/2019;LIVETV INOPERATIVE;REPLACED CDP CCA;0;LV20-070802-101;18,67;OTHER;Y;21/10/2019;10;2019;10;YEAR.SEGVOO;NÃO
8148;LV10-080408-102;DSB;CBHB004131;AZUL;877025;09/10/2019;41;10;2019;14/11/2019;;46;11;2019;CCA SHORT CIRCUIT FOUND - OPENED RA:678 FOR DISPOSITION;PR-AUF;01/10/2019;SEATS 24CD, 25CD, 26CD, 27CD INOP;BER;;;43,00;REPAIR SHOP PROCESS;Y;21/11/2019;11;2019;;YEAR.SEGVOO;NÃO
8149;LV10-080408-102;DSB;CBHB000999;AZUL;877025;09/10/2019;41;10;2019;26/10/2019;26/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8149/19 REPLACED U68 FLASH MEMORY;PR-AYF;02/10/2019;SEAT 1C NOT WORKING;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;29,00;OTHER;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8150;LV10-080408-102;DSB;CBHB000927;AZUL;877025;09/10/2019;41;10;2019;18/09/2020;18/09/2020;38;9;2020;SEGVOO003 ISSUED AS 8150/20 REPLACED U2 PROCESSOR AND U68;PR-AXC;29/09/2019;SEAT 1CD WITH DSB INOP;REPLACED U68 FLASH MEMORY   - PROCESSOR U2;2;RC28F128J3F-75 - BCM7312TKPB16G;345,00;;Y;18/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
8151;LV10-080408-102;DSB;CBHB000795;AZUL;877025;09/10/2019;41;10;2019;26/10/2019;26/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8151/19 REPLACED U42 FLASH MEMORY;PR-AYJ;27/09/2019;SEAT 8B WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;29,00;OTHER;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8152;LV10-080408-102;DSB;CBHB002468;AZUL;877025;09/10/2019;41;10;2019;01/11/2019;01/11/2019;44;11;2019;SEGVOO003 ISSUED AS 8152/19 REPLACED  U42 FLASH MEMORY;PR-AXF;29/09/2019;SEAT 26 ALL BLACK;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;34,00;MÃO DE OBRA;Y;12/11/2019;11;2019;11;YEAR.SEGVOO;NÃO
8153;LV10-080408-102;DSB;CBHB002136;AZUL;877025;09/10/2019;41;10;2019;30/10/2019;30/10/2019;44;10;2019;SEGVOO003 ISSUED AS 8153/19 REPLACED  U42 FLASH MEMORY;PR-AXC;29/09/2019;SEAT 29AB WITH DSB INOP.;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;29,00;OTHER;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8154;LV10-080408-102;DSB;CBHB002152;AZUL;877025;09/10/2019;41;10;2019;26/10/2019;26/10/2019;43;10;2019;SEGVOO003 ISSUED AS  8154/19 REPLACED U42 AND U68 FLASH MEMORY;PR-AXD;26/09/2019;LIVETV5A INOP;REPLACED U42 AND U68 FLASH MEMORY;2;RC28F128J3F-75;29,00;OTHER;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8155;LV10-080408-102;DSB;CBHB002268;AZUL;877025;09/10/2019;41;10;2019;31/10/2019;31/10/2019;44;10;2019;SEGVOO003 ISSUED AS  8155/19 REPLACED U42 FLASH MEMORY;PR-AXC;29/09/2019;SEAT 3CD WITH DSB INOP;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;34,00;MÃO DE OBRA;Y;12/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8156;LV10-080408-102;DSB;CBHB000433;AZUL;877025;09/10/2019;41;10;2019;16/09/2020;16/09/2020;38;9;2020;SEGVOO003 ISSUED AS 8156/20 REPLACED  THE PROCESSOR U2 BCM7312  AND U68;PR-AYC;09/08/2018;REDELIVERY - REMOVED SERVICEABLE;REPLACED THE U68 FLASH MEMORY;2;RC28F128J3F-75 - BCM7312TKPB16G;350,00;;Y;23/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
8157;LV10-080408-102;DSB;CBHB001631;AZUL;877025;09/10/2019;41;10;2019;26/10/2019;26/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8157/19 REPLACED U68 FLASH MEMORY;PR-AXF;29/09/2019;SEAT 5D WITH BLACK SCREEN.;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;29,00;OTHER;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8158;LV10-080408-102;DSB;CBHB002542;AZUL;877025;09/10/2019;41;10;2019;26/10/2019;26/10/2019;43;10;2019;SEGVOO003 ISSUED AS 8158/19 REPLACED U42 FLASH MEMORY;PR-AYF;02/10/2019;SEAT 18A NOT WORKING;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;29,00;OTHER;Y;07/11/2019;11;2019;10;YEAR.SEGVOO;NÃO
8159;LV10-080408-102;DSB;CBHB000909;AZUL;877025;09/10/2019;41;10;2019;11/09/2020;11/09/2020;37;9;2020;SEGVOO003 ISSUED AS 8159/20 REPLACED THE PROCESSOR U2 BCM7312 DONE THE TEST;PR-AYG;01/10/2019;SEAT 23D BLACK SCREEN;REPLACED THE U68 FLASH MEMORY;1;RC28F128J3F-75;350,00;;Y;23/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
8160;LV10-080408-102;DSB;CBHB004591;AZUL;877025;09/10/2019;41;10;2019;07/11/2019;07/11/2019;45;11;2019;SEGVOO003 ISSUED AS 8160/19 , TESTED - NO FAULTS FOUND;PR-AXC;29/09/2019;SEAT 27AB WITH DSB INOP;TESTED - NO FAULTS FOUND;0;-;34,00;INTERNAL PROCESS;Y;12/11/2019;11;2019;11;YEAR.SEGVOO;NÃO
8229;LV10-080408-102;DSB;CBHB002276;AZUL;885531;29/10/2019;44;10;2019;11/11/2019;11/11/2019;46;11;2019;SEGVOO003 ISSUED AS 8229/19 REPLACED U42 FLASH MEMORY;PR-AYZ;24/09/2019;SEAT 30C WITHOUT VIDEO;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;23,00;OTHER;Y;21/11/2019;11;2019;11;YEAR.SEGVOO;NÃO
8232;LV10-080408-102;DSB;CBHB001175;AZUL;885531;29/10/2019;44;10;2019;18/09/2020;18/09/2020;38;9;2020;SEG VOO003 ISSUED AS 8232/20 REPLACED PROCESSOR U2 BCM7312;PR-AYX;01/10/2019;SEAT 1C,1D AND 10B DOES NOT WORK PROPERLY;REPLACED POWER SUPPLY;0;LV52-070601-103 ;325,00;;Y;18/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
8241;LV10-080408-102;DSB;CBHB001325;AZUL;885531;28/10/2019;44;10;2019;12/11/2019;12/11/2019;46;11;2019;SEGVOO003 ISSUED AS 8241/19 REPLACED U42 FLASH MEMORY;PR-AXC;11/10/2019;SEAT 16C WITH LIVETV INOP;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;24,00;OTHER;Y;21/11/2019;11;2019;11;YEAR.SEGVOO;NÃO
8242;LV10-080408-102;DSB;CBHB002097;AZUL;885531;28/10/2019;44;10;2019;08/01/2020;08/01/2020;2;1;2020;SEGVOO003 ISSUED AS 8242/20 REPLACED U42 AND U68 FLASH MEMORIES;PR-AYX;07/10/2019;SEAT 1C,1D AND 10B DOES NOT WORK PROPERLY;REPLACED U42 FLASH MEMORY AND C553;1;RC28F128J3F-75;74,00;TEST BENCH;Y;10/01/2020;1;2020;1;YEAR.SEGVOO;NÃO
8243;LV10-080408-102;DSB;CBHB001823;AZUL;885531;29/10/2019;44;10;2019;11/11/2019;11/11/2019;46;11;2019;SEGVOO003 ISSUED AS 8243/19 , TESTED - NO FAULTS FOUND;PR-AYK;03/10/2019;22C AND 26 C TV REMOTERS ARE INOPERATIONAL;TESTED - NO FAULTS FOUND;0;-;23,00;INTERNAL PROCESS;Y;21/11/2019;11;2019;11;YEAR.SEGVOO;NÃO
8375;LV10-080408-102;DSB;CBHB002571;AZUL;896536;13/11/2019;46;11;2019;20/12/2019;20/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8375/19 REPLACED U42 FLASH MEMORY;PR-AXR;30/10/2019;SEAT 27B WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;50,00;TEST BENCH;Y;02/01/2020;1;2020;12;YEAR.SEGVOO;NÃO
8376;LV10-080408-102;DSB;CBHB002369;AZUL;896536;13/11/2019;46;11;2019;19/12/2019;19/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8376/19 REPLACED U42 FLASH MEMORY;PR-AYZ;20/10/2019;SEAT 20B BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;37,00;TEST BENCH;Y;20/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8377;LV10-080408-102;DSB;CBHB000504;AZUL;896536;13/11/2019;46;11;2019;11/12/2019;;50;12;2019;FOUND A LARGE BURN MARK ON DSB CCA J1 NEAR CONNECTOR OPENED IRW-736 AND RA-0742 FOR DISPOSITION.;PR-AYG;15/10/2019;LIVE TV ALL BLACK;ENGINEERING INVESTIGATION;;;33,00;TEST BENCH;Y;16/12/2019;12;2019;;YEAR.SEGVOO;NÃO
8378;LV10-080408-102;DSB;CBHB001511;AZUL;896536;13/11/2019;46;11;2019;18/12/2019;18/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8378/19 REPLACED U68 FLASH MEMORY;PR-AYL;20/10/2019;SEAT 14D INOPERATIVE;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;37,00;TEST BENCH;Y;20/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8379;LV10-080408-102;DSB;CBHB001377;AZUL;896536;13/11/2019;46;11;2019;18/12/2019;18/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8379/19 REPLACED U68 FLASH MEMORY;PR-AYN;22/10/2019;SEAT 11A BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;37,00;TEST BENCH;Y;20/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8380;LV10-080408-102;DSB;CBHB002364;AZUL;896536;13/11/2019;46;11;2019;20/12/2019;20/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8380/19 REPLACED U68 FLASH MEMORY;PR-AXA;18/10/2019;SEAT 14C BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;50,00;TEST BENCH;Y;02/01/2020;1;2020;12;YEAR.SEGVOO;NÃO
8381;LV10-080408-102;DSB;CBHB004638;AZUL;896536;13/11/2019;46;11;2019;19/12/2019;19/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8381/19 REPLACED U68 FLASH MEMORY;PR-AYO;24/10/2019;SEAT 15C BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;37,00;TEST BENCH;Y;20/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8382;LV10-080408-102;DSB;CBHB001107;AZUL;896536;13/11/2019;46;11;2019;19/12/2019;19/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8382/19 REPLACED U68 FLASH MEMORY;PR-AXC;24/10/2019;SEAT 15A STOPPED TO WORK;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;37,00;TEST BENCH;Y;20/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8383;LV10-080408-102;DSB;CBHB001534;AZUL;896536;13/11/2019;46;11;2019;30/12/2019;30/12/2019;53;12;2019;SEGVOO003 ISSUED AS 8383/19 REPLACED U42 AND U68 FLASH MEMORIES;PR-AXA;29/10/2019;SEAT 13B BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORY;1;RC28F128J3F-75;57,00;TEST BENCH;Y;09/01/2020;1;2020;12;YEAR.SEGVOO;NÃO
8384;LV10-080408-102;DSB;CBHB002090;AZUL;896536;12/11/2019;46;11;2019;18/12/2019;18/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8384/19 REPLACED U42 FLASH MEMORY;PR-AYY;28/10/2019;SEAT 22D BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;37,00;TEST BENCH;Y;19/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8385;LV10-070702-102;DSCD;CBBB000367;AZUL;896536;13/11/2019;46;11;2019;11/12/2019;11/12/2019;50;12;2019;SEGVOO003 ISSUED AS 8385/19 REPLACED THE POWER SUPPLY;PR-AYO;30/10/2019;IFE SATELLITE TV SYSTEM INOPERATIVE;REPLACED THE POWER SUPPLY;0;LV14-070801-101;30,00;OTHER;Y;13/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8387;LV10-070702-102;DSCD;CBBB000301;AZUL;896536;13/11/2019;46;11;2019;13/01/2020;13/01/2020;3;1;2020;SEGVOO003 ISSUED AS 8387/20 REPLACED THE POWER SUPPLY,MTFE CCA, CDP CCA AND ARINC 600 CCA.;PR-AUF;26/10/2019;LIVE TV IS NOT WORKING;REPLACED POWERSUPPLY, CDP CCA, MTFE´S CCA AND ARINC CCA.;0;"LV14-070801-101; LV20-070802-101; LV20-070801-101;LV20-091203-101";63,00;MATERIAL;Y;15/01/2020;1;2020;1;YEAR.SEGVOO;NÃO
8434;LV10-080408-102;DSB;CBHB000479;AZUL;902296;29/11/2019;48;11;2019;17/12/2019;17/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8434/19 REPLACED U42 AND U68 FLASH MEMORIES;PR-AZE;09/11/2019;SEAT 4B WITHOUT LIVETV;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;20,00;OTHER;Y;19/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8435;LV10-080408-102;DSB;CBHB000395;AZUL;902296;29/11/2019;48;11;2019;05/10/2020;05/10/2020;41;10;2020;ISSUED SEGVOO003 AS 8435/20 - REPLACED PROCESSOR U2 BCM7312 AND U68 FLASH MEMORY THE SEAT B SCREEN IS NOW WORKING. NO MORE FAILURES WERE FOUND.;PR-AYW;05/11/2019;SEAT 24D WITH BLACK SCREEN;U68 FLASH MEMORY AND U2 BCM7312 PROCESSOR;3;RC28F128J3F-75  BCM7312TKPB16G     ;299,00;;Y;23/09/2020;9;2020;10;YEAR.SEGVOO;NÃO
8436;LV10-080408-102;DSB;CBHB002410;AZUL;902296;29/11/2019;48;11;2019;17/12/2019;17/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8436/19 REPLACED U68 FLASH MEMORY;PR-AXA;13/11/2019;SEAT 10A WITH DARK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;20,00;OTHER;Y;19/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8437;LV10-080408-102;DSB;CBHB000383;AZUL;902296;29/11/2019;48;11;2019;15/09/2020;15/09/2020;38;9;2020;SEGVOO 8437/20 ISSUED - REPLACED THE FLASH MEMORY POSITION U68 AND BCM DECODER POSITION U2;PR-AUE;02/11/2019;SEAT 6A WITH SCREEN BLACK;REPLACED FLASH MEMORY U68 AND DECODER U2;2;RC28F128J3F-75 / BCM7312TKPB16G;299,00;;Y;23/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
8438;LV10-080408-102;DSB;CBHB002260;AZUL;902296;29/11/2019;48;11;2019;17/12/2019;17/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8438/19 REPLACED U68 FLASH MEMORY;PR-AXC;10/11/2019;SEAT 20C WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;20,00;OTHER;Y;19/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8439;LV10-080408-102;DSB;CBHB000871;AZUL;902296;29/11/2019;48;11;2019;18/12/2019;18/12/2019;51;12;2019;SEGVOO003 ISSUED AS 8439/19 REPLACED U68 FLASH MEMORY;PR-AYZ;15/11/2019;SEAT 21D SCREEN INOP;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;20,00;OTHER;Y;19/12/2019;12;2019;12;YEAR.SEGVOO;NÃO
8647;LV10-080408-102;DSB;CBHB000882;AZUL;916357;19/12/2019;51;12;2019;30/12/2019;30/12/2019;53;12;2019;SEGVOO003 ISSUED AS 8647/19 REPLACED U42 FLASH MEMORY;PR-AYJ;08/11/2019;BLACK SCREEN IN SEAT 24C;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;21,00;OTHER;Y;09/01/2020;1;2020;12;YEAR.SEGVOO;NÃO
8648;LV10-080408-102;DSB;CBHB002211;AZUL;916357;19/12/2019;51;12;2019;30/12/2019;30/12/2019;53;12;2019;SEGVOO003 ISSUED AS 8648/19 REPLACED U68 FLASH MEMORY;PR-AXC;14/11/2019;SEAT 11A WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;21,00;OTHER;Y;09/01/2020;1;2020;12;YEAR.SEGVOO;NÃO
8649;LV10-080408-102;DSB;CBHB000797;AZUL;916357;19/12/2019;51;12;2019;15/01/2020;15/01/2020;3;1;2020;FOUND SEAT A INOP BGA REPLACEMENT PROCESS;PR-AYI;03/12/2019;LIVETV 15B SEAT DOES NOT INITIALIZE;REPLACED U42 FLASH MEMORY E U68;2;RC28F128J3F-75;27,00;OTHER;Y;15/01/2020;1;2020;1;YEAR.SEGVOO;NÃO
